Date,nysecomp,nasdaqcomp,hangsengind,shanghaicomp,euronext,nikkei,bitcoin,dogecoin,ethereum,crudeoil,ngas
2017-09-13,12055.17969,6460.189941,27894.08008,3384.146973,1018.2700199999999,19865.82031,3882.590087890625,0.0013981900410726664,277.11199951171875,49.299999,3.0200000000000014
2017-09-14,12062.62012,6429.080078,27777.19922,3371.426025,1019.9400019999999,19807.43945,3154.949951171875,0.0008539070258848369,213.9080047607422,49.889998999999996,3.03
2017-09-15,12080.13965,6448.470215,27807.589839999997,3353.618896,1016.0499880000001,19909.5,3637.52001953125,0.0008653670083731412,250.4640045166016,49.889998999999996,3.0
2017-09-19,12131.73047,6461.319824,28051.410160000003,3356.844971,1019.3900150000001,20299.38086,3924.969970703125,0.0008903809939511119,282.8039855957031,49.48,3.180000000000001
2017-09-20,12147.5,6456.040039,28127.80078,3365.9960939999996,1018.580017,20310.46094,3905.949951171875,0.0008624109905213118,283.74200439453125,50.41,3.1299999999999986
2017-09-21,12133.62988,6422.689941,28110.33008,3357.812012,1020.679993,20347.48047,3631.0400390625,0.0007551630260422826,258.57998657226557,50.549999,3.1100000000000003
2017-09-22,12151.799809999999,6426.919922,27880.5293,3352.529053,1022.5,20296.44922,3630.699951171875,0.0007720380090177058,264.3099975585937,50.66,2.93
2017-09-25,12141.55957,6370.589844,27500.339839999997,3341.549072,1023.2199710000001,20397.58008,3926.070068359375,0.001140609965659678,292.3320007324219,52.220001,2.96
2017-09-26,12127.91992,6380.160156,27513.00977,3343.5830079999996,1024.449951,20330.18945,3892.35009765625,0.0011511100456118586,287.43798828125,51.880001,2.96
2017-09-27,12157.65039,6453.259765999999,27642.429689999997,3345.271973,1027.48999,20267.05078,4200.669921875,0.0011728600366041064,306.4670104980469,52.139998999999996,2.979999999999999
2017-09-28,12179.30957,6453.450195,27421.59961,3339.64209,1030.699951,20363.10938,4174.72998046875,0.0010799800511449575,299.1549987792969,51.560001,2.96
2017-09-29,12209.16016,6495.959961,27554.30078,3348.943115,1036.540039,20356.2793,4163.06982421875,0.0010822999756783247,291.4670104980469,51.669998,2.9400000000000013
2017-10-10,12346.58984,6587.25,28490.83008,3382.9880369999996,1045.969971,20823.50977,4781.990234375,0.001035679946653545,299.8699951171875,50.919998,2.8899999999999997
2017-10-11,12362.05957,6603.549805,28389.570310000003,3388.283936,1046.849976,20881.26953,4826.47998046875,0.0010461299680173397,303.45599365234375,51.299999,2.8899999999999997
2017-10-12,12338.74023,6591.509765999999,28459.0293,3386.100098,1047.569946,20954.7207,5446.91015625,0.0010620099492371082,304.135986328125,50.599998,2.9500000000000015
2017-10-13,12352.0,6605.799805,28476.429689999997,3390.522949,1048.180054,21155.17969,5647.2099609375,0.0010657999664545061,338.7569885253906,51.450001,2.9899999999999998
2017-10-16,12359.51953,6624.0,28692.80078,3378.469971,1049.390015,21255.56055,5725.58984375,0.0011641000164672732,333.3840026855469,51.869999,2.8700000000000006
2017-10-17,12349.969729999999,6623.660156,28697.49023,3372.0410159999997,1049.930054,21336.11914,5605.509765625,0.0010673500364646316,317.0820007324219,51.880001,2.88
2017-10-18,12371.01953,6624.220215,28711.75977,3381.7939450000003,1053.98999,21363.05078,5590.68994140625,0.001047419966198504,314.3190002441406,52.040001000000004,2.8100000000000005
2017-10-19,12380.32031,6605.069824,28159.089839999997,3370.172119,1048.790039,21448.51953,5708.52001953125,0.0010635199723765254,308.0880126953125,51.290001000000004,2.829999999999999
2017-10-20,12430.51953,6629.049805,28487.24023,3378.647949,1049.589966,21457.64063,6011.4501953125,0.0010501899523660538,304.0060119628906,51.470001,2.7999999999999994
2017-10-23,12384.41992,6586.830078,28305.88086,3380.698975,1052.089966,21696.65039,5930.31982421875,0.0010155600029975176,286.95001220703125,51.900002,2.9500000000000015
2017-10-24,12404.99023,6598.430176,28154.9707,3388.248047,1050.819946,21805.16992,5526.64013671875,0.0010922900401055813,298.3280029296875,52.470001,2.9500000000000015
2017-10-25,12336.58008,6563.890136999999,28302.89063,3396.897949,1045.660034,21707.61914,5750.7998046875,0.0010557100176811216,297.92498779296875,52.18,2.979999999999999
2017-10-26,12352.42969,6556.77002,28202.38086,3407.5668950000004,1057.920044,21739.7793,5904.830078125,0.001051389961503446,296.5270080566406,52.639998999999996,2.9099999999999997
2017-10-27,12366.42969,6701.259765999999,28438.84961,3416.812012,1064.26001,22008.44922,5780.89990234375,0.0010522600496187806,297.4230041503906,53.900002,2.7800000000000002
2017-10-30,12319.469729999999,6698.959961,28336.18945,3390.336914,1064.199951,22011.66992,6130.52978515625,0.0011507399613037705,307.7510070800781,54.150002,2.9400000000000013
2017-10-31,12341.00977,6727.669922,28245.539060000003,3393.3420409999994,1068.22998,22011.60938,6468.39990234375,0.00112423999235034,305.8789978027344,54.380001,2.84
2017-11-01,12362.87988,6716.529785,28594.06055,3395.913086,1071.150024,22420.08008,6767.31005859375,0.0011376700131222606,291.6940002441406,54.299999,2.6799999999999997
2017-11-02,12372.95996,6714.939941,28518.64063,3383.3100590000004,1069.439941,22539.11914,7078.5,0.001151380012743175,287.4289855957031,54.540001000000004,2.6799999999999997
